"State","County","Commodity","Value","Year","Yield_Mg_p_ha","Yield_ton_p_acre"
"Iowa","Marshall","corn",221.9,"2019",13.93532,6.2132
"Iowa","Marshall","soybeans",60.6,"2019",4.07838,1.818
"Iowa","Polk","corn",196.7,"2019",12.35276,5.5076
"Iowa","Polk","soybeans",51,"2019",3.4323,1.53
"Iowa","Poweshiek","corn",200.3,"2019",12.57884,5.6084
"Iowa","Poweshiek","soybeans",53.4,"2019",3.59382,1.602
"Iowa","Story","corn",189.3,"2019",11.88804,5.3004
"Iowa","Story","soybeans",50,"2019",3.365,1.5
"Iowa","Tama","corn",204.8,"2019",12.86144,5.7344
"Iowa","Tama","soybeans",53.4,"2019",3.59382,1.602
"Iowa","Webster","corn",202.9,"2019",12.74212,5.6812
"Iowa","Webster","soybeans",49.1,"2019",3.30443,1.473
"Iowa","Benton","corn",197.6,"2019",12.40928,5.5328
"Iowa","Benton","soybeans",57.9,"2019",3.89667,1.737
"Iowa","Cedar","corn",193.7,"2019",12.16436,5.4236
"Iowa","Clinton","corn",196.1,"2019",12.31508,5.4908
"Iowa","Clinton","soybeans",59.5,"2019",4.00435,1.785
"Iowa","Iowa","corn",190.6,"2019",11.96968,5.3368
"Iowa","Iowa","soybeans",52.3,"2019",3.51979,1.569
"Iowa","Jackson","corn",185.5,"2019",11.6494,5.194
"Iowa","Johnson","corn",181.3,"2019",11.38564,5.0764
"Iowa","Johnson","soybeans",55.5,"2019",3.73515,1.665
"Iowa","Jones","corn",203,"2019",12.7484,5.684
"Iowa","Jones","soybeans",57.2,"2019",3.84956,1.716
"Iowa","Linn","corn",223.7,"2019",14.04836,6.2636
"Iowa","Linn","soybeans",56.5,"2019",3.80245,1.695
"Iowa","Muscatine","corn",173.2,"2019",10.87696,4.8496
"Iowa","Muscatine","soybeans",55.2,"2019",3.71496,1.656
"Iowa","Other (Combined) Counties","soybeans",55.2,"2019",3.71496,1.656
"Iowa","Scott","corn",189.3,"2019",11.88804,5.3004
"Iowa","Scott","soybeans",60.5,"2019",4.07165,1.815
"Iowa","Butler","corn",209.5,"2019",13.1566,5.866
"Iowa","Butler","soybeans",55,"2019",3.7015,1.65
"Iowa","Cerro Gordo","corn",191.8,"2019",12.04504,5.3704
"Iowa","Cerro Gordo","soybeans",52.7,"2019",3.54671,1.581
"Iowa","Floyd","corn",202.9,"2019",12.74212,5.6812
"Iowa","Floyd","soybeans",54.3,"2019",3.65439,1.629
"Iowa","Franklin","corn",202.7,"2019",12.72956,5.6756
"Iowa","Franklin","soybeans",54.1,"2019",3.64093,1.623
"Iowa","Hancock","corn",193.3,"2019",12.13924,5.4124
"Iowa","Hancock","soybeans",49.6,"2019",3.33808,1.488
"Iowa","Humboldt","corn",198.7,"2019",12.47836,5.5636
"Iowa","Humboldt","soybeans",54.9,"2019",3.69477,1.647
"Iowa","Kossuth","corn",198.7,"2019",12.47836,5.5636
"Iowa","Kossuth","soybeans",57.4,"2019",3.86302,1.722
"Iowa","Mitchell","corn",194.5,"2019",12.2146,5.446
"Iowa","Mitchell","soybeans",49.8,"2019",3.35154,1.494
"Iowa","Winnebago","corn",198.8,"2019",12.48464,5.5664
"Iowa","Winnebago","soybeans",54.2,"2019",3.64766,1.626
"Iowa","Worth","corn",196.5,"2019",12.3402,5.502
"Iowa","Worth","soybeans",51,"2019",3.4323,1.53
"Iowa","Wright","corn",197,"2019",12.3716,5.516
"Iowa","Wright","soybeans",54.1,"2019",3.64093,1.623
"Iowa","Allamakee","corn",187.2,"2019",11.75616,5.2416
"Iowa","Black Hawk","corn",205.1,"2019",12.88028,5.7428
"Iowa","Black Hawk","soybeans",51.9,"2019",3.49287,1.557
"Iowa","Bremer","corn",212.5,"2019",13.345,5.95
"Iowa","Bremer","soybeans",52.5,"2019",3.53325,1.575
"Iowa","Buchanan","corn",218.9,"2019",13.74692,6.1292
"Iowa","Buchanan","soybeans",55.2,"2019",3.71496,1.656
"Iowa","Chickasaw","corn",212.1,"2019",13.31988,5.9388
"Iowa","Chickasaw","soybeans",54.5,"2019",3.66785,1.635
"Iowa","Clayton","corn",197.5,"2019",12.403,5.53
"Iowa","Clayton","soybeans",56.4,"2019",3.79572,1.692
"Iowa","Delaware","corn",204.6,"2019",12.84888,5.7288
"Iowa","Dubuque","corn",216.4,"2019",13.58992,6.0592
"Iowa","Dubuque","soybeans",60.2,"2019",4.05146,1.806
"Iowa","Fayette","corn",200.5,"2019",12.5914,5.614
"Iowa","Fayette","soybeans",55.5,"2019",3.73515,1.665
"Iowa","Howard","corn",194.2,"2019",12.19576,5.4376
"Iowa","Howard","soybeans",52.1,"2019",3.50633,1.563
"Iowa","Other (Combined) Counties","soybeans",56.4,"2019",3.79572,1.692
"Iowa","Winneshiek","corn",200.4,"2019",12.58512,5.6112
"Iowa","Winneshiek","soybeans",55.6,"2019",3.74188,1.668
"Iowa","Buena Vista","corn",190.8,"2019",11.98224,5.3424
"Iowa","Buena Vista","soybeans",53.5,"2019",3.60055,1.605
"Iowa","Cherokee","corn",208.9,"2019",13.11892,5.8492
"Iowa","Cherokee","soybeans",58.8,"2019",3.95724,1.764
"Iowa","Clay","corn",185.5,"2019",11.6494,5.194
"Iowa","Clay","soybeans",50.9,"2019",3.42557,1.527
"Iowa","Dickinson","corn",170,"2019",10.676,4.76
"Iowa","Dickinson","soybeans",51.3,"2019",3.45249,1.539
"Iowa","Lyon","corn",186.6,"2019",11.71848,5.2248
"Iowa","Lyon","soybeans",54.8,"2019",3.68804,1.644
"Iowa","O Brien","corn",204.9,"2019",12.86772,5.7372
"Iowa","O Brien","soybeans",56,"2019",3.7688,1.68
"Iowa","Osceola","corn",182.5,"2019",11.461,5.11
"Iowa","Osceola","soybeans",50.5,"2019",3.39865,1.515
"Iowa","Other (Combined) Counties","corn",191.2,"2019",12.00736,5.3536
"Iowa","Other (Combined) Counties","soybeans",54,"2019",3.6342,1.62
"Iowa","Palo Alto","corn",198.3,"2019",12.45324,5.5524
"Iowa","Palo Alto","soybeans",55.6,"2019",3.74188,1.668
"Iowa","Plymouth","corn",217.8,"2019",13.67784,6.0984
"Iowa","Sioux","corn",192.2,"2019",12.07016,5.3816
"Iowa","Sioux","soybeans",60.8,"2019",4.09184,1.824
"Iowa","Appanoose","corn",166.8,"2019",10.47504,4.6704
"Iowa","Madison","corn",175.7,"2019",11.03396,4.9196
"Iowa","Madison","soybeans",52.3,"2019",3.51979,1.569
"Iowa","Marion","corn",170.7,"2019",10.71996,4.7796
"Iowa","Marion","soybeans",54,"2019",3.6342,1.62
"Iowa","Monroe","corn",162.3,"2019",10.19244,4.5444
"Iowa","Monroe","soybeans",56.1,"2019",3.77553,1.683
"Iowa","Other (Combined) Counties","corn",152.3,"2019",9.56444,4.2644
"Iowa","Other (Combined) Counties","soybeans",50.1,"2019",3.37173,1.503
"Iowa","Union","corn",168.9,"2019",10.60692,4.7292
"Iowa","Union","soybeans",53.7,"2019",3.61401,1.611
"Iowa","Warren","soybeans",52.3,"2019",3.51979,1.569
"Iowa","Wayne","corn",151.5,"2019",9.5142,4.242
"Iowa","Wayne","soybeans",52.5,"2019",3.53325,1.575
"Iowa","Davis","corn",160,"2019",10.048,4.48
"Iowa","Davis","soybeans",54.6,"2019",3.67458,1.638
"Iowa","Des Moines","corn",176.9,"2019",11.10932,4.9532
"Iowa","Des Moines","soybeans",55.1,"2019",3.70823,1.653
"Iowa","Henry","corn",164.5,"2019",10.3306,4.606
"Iowa","Henry","soybeans",56.9,"2019",3.82937,1.707
"Iowa","Jefferson","corn",162.7,"2019",10.21756,4.5556
"Iowa","Jefferson","soybeans",53.3,"2019",3.58709,1.599
"Iowa","Keokuk","corn",175.5,"2019",11.0214,4.914
"Iowa","Keokuk","soybeans",55.8,"2019",3.75534,1.674
"Iowa","Lee","corn",172.5,"2019",10.833,4.83
"Iowa","Lee","soybeans",54.8,"2019",3.68804,1.644
"Iowa","Louisa","corn",174.6,"2019",10.96488,4.8888
"Iowa","Louisa","soybeans",54.3,"2019",3.65439,1.629
"Iowa","Mahaska","corn",189.9,"2019",11.92572,5.3172
"Iowa","Mahaska","soybeans",53.7,"2019",3.61401,1.611
"Iowa","Van Buren","corn",171,"2019",10.7388,4.788
"Iowa","Van Buren","soybeans",53.9,"2019",3.62747,1.617
"Iowa","Wapello","corn",176.5,"2019",11.0842,4.942
"Iowa","Wapello","soybeans",55.5,"2019",3.73515,1.665
"Iowa","Washington","corn",178.9,"2019",11.23492,5.0092
"Iowa","Washington","soybeans",54.7,"2019",3.68131,1.641
"Iowa","Adair","corn",176.6,"2019",11.09048,4.9448
"Iowa","Adair","soybeans",53.3,"2019",3.58709,1.599
"Iowa","Cass","corn",200.3,"2019",12.57884,5.6084
"Iowa","Cass","soybeans",56.9,"2019",3.82937,1.707
"Iowa","Mills","corn",202.9,"2019",12.74212,5.6812
"Iowa","Montgomery","corn",204.8,"2019",12.86144,5.7344
"Iowa","Montgomery","soybeans",58.3,"2019",3.92359,1.749
"Iowa","Other (Combined) Counties","corn",189.6,"2019",11.90688,5.3088
"Iowa","Other (Combined) Counties","soybeans",55.8,"2019",3.75534,1.674
"Iowa","Page","corn",191.4,"2019",12.01992,5.3592
"Iowa","Page","soybeans",55.9,"2019",3.76207,1.677
"Iowa","Pottawattamie","corn",208,"2019",13.0624,5.824
"Iowa","Pottawattamie","soybeans",58.5,"2019",3.93705,1.755
"Iowa","Taylor","corn",161.7,"2019",10.15476,4.5276
"Iowa","Taylor","soybeans",49.9,"2019",3.35827,1.497
"Iowa","Audubon","corn",216,"2019",13.5648,6.048
"Iowa","Audubon","soybeans",58.9,"2019",3.96397,1.767
"Iowa","Calhoun","corn",198.8,"2019",12.48464,5.5664
"Iowa","Calhoun","soybeans",55.1,"2019",3.70823,1.653
"Iowa","Carroll","corn",219.7,"2019",13.79716,6.1516
"Iowa","Carroll","soybeans",58.8,"2019",3.95724,1.764
"Iowa","Crawford","corn",234.7,"2019",14.73916,6.5716
"Iowa","Crawford","soybeans",61.9,"2019",4.16587,1.857
"Iowa","Greene","corn",201.4,"2019",12.64792,5.6392
"Iowa","Greene","soybeans",54.2,"2019",3.64766,1.626
"Iowa","Guthrie","corn",196.7,"2019",12.35276,5.5076
"Iowa","Guthrie","soybeans",54.2,"2019",3.64766,1.626
"Iowa","Monona","corn",203.9,"2019",12.80492,5.7092
"Iowa","Monona","soybeans",55.8,"2019",3.75534,1.674
"Iowa","Other (Combined) Counties","corn",210,"2019",13.188,5.88
"Iowa","Other (Combined) Counties","soybeans",55.9,"2019",3.76207,1.677
"Iowa","Sac","corn",220.6,"2019",13.85368,6.1768
"Iowa","Sac","soybeans",59.3,"2019",3.99089,1.779
"Iowa","Shelby","corn",217.3,"2019",13.64644,6.0844
"Iowa","Shelby","soybeans",58.7,"2019",3.95051,1.761
"Iowa","Woodbury","corn",218.2,"2019",13.70296,6.1096
"Iowa","Woodbury","soybeans",56.8,"2019",3.82264,1.704
"Iowa","Boone","corn",193.7,"2018",12.16436,5.4236
"Iowa","Boone","soybeans",54.6,"2018",3.67458,1.638
"Iowa","Dallas","corn",174,"2018",10.9272,4.872
"Iowa","Dallas","soybeans",52.8,"2018",3.55344,1.584
"Iowa","Grundy","corn",225.2,"2018",14.14256,6.3056
"Iowa","Grundy","soybeans",61.9,"2018",4.16587,1.857
"Iowa","Hamilton","corn",188.9,"2018",11.86292,5.2892
"Iowa","Hamilton","soybeans",49.9,"2018",3.35827,1.497
"Iowa","Hardin","corn",216.6,"2018",13.60248,6.0648
"Iowa","Hardin","soybeans",59.3,"2018",3.99089,1.779
"Iowa","Jasper","corn",218.6,"2018",13.72808,6.1208
"Iowa","Jasper","soybeans",60.7,"2018",4.08511,1.821
"Iowa","Marshall","corn",226,"2018",14.1928,6.328
"Iowa","Marshall","soybeans",61.9,"2018",4.16587,1.857
"Iowa","Polk","corn",186.2,"2018",11.69336,5.2136
"Iowa","Polk","soybeans",53.4,"2018",3.59382,1.602
"Iowa","Poweshiek","corn",218.7,"2018",13.73436,6.1236
"Iowa","Poweshiek","soybeans",58.2,"2018",3.91686,1.746
"Iowa","Story","corn",192.3,"2018",12.07644,5.3844
"Iowa","Story","soybeans",52.8,"2018",3.55344,1.584
"Iowa","Tama","corn",224.3,"2018",14.08604,6.2804
"Iowa","Tama","soybeans",60.1,"2018",4.04473,1.803
"Iowa","Webster","corn",188.1,"2018",11.81268,5.2668
"Iowa","Webster","soybeans",51.1,"2018",3.43903,1.533
"Iowa","Benton","corn",214.6,"2018",13.47688,6.0088
"Iowa","Benton","soybeans",61,"2018",4.1053,1.83
"Iowa","Cedar","corn",222.3,"2018",13.96044,6.2244
"Iowa","Cedar","soybeans",63.3,"2018",4.26009,1.899
"Iowa","Clinton","corn",210.9,"2018",13.24452,5.9052
"Iowa","Clinton","soybeans",58.3,"2018",3.92359,1.749
"Iowa","Iowa","corn",211.7,"2018",13.29476,5.9276
"Iowa","Iowa","soybeans",56,"2018",3.7688,1.68
"Iowa","Jackson","corn",202.4,"2018",12.71072,5.6672
"Iowa","Jackson","soybeans",58.1,"2018",3.91013,1.743
"Iowa","Johnson","corn",212.3,"2018",13.33244,5.9444
"Iowa","Johnson","soybeans",59.9,"2018",4.03127,1.797
"Iowa","Jones","corn",208.9,"2018",13.11892,5.8492
"Iowa","Jones","soybeans",60.1,"2018",4.04473,1.803
"Iowa","Linn","corn",215.4,"2018",13.52712,6.0312
"Iowa","Linn","soybeans",57.7,"2018",3.88321,1.731
"Iowa","Muscatine","corn",209.6,"2018",13.16288,5.8688
"Iowa","Muscatine","soybeans",61.7,"2018",4.15241,1.851
"Iowa","Scott","corn",214,"2018",13.4392,5.992
"Iowa","Scott","soybeans",63.7,"2018",4.28701,1.911
"Iowa","Butler","corn",211.3,"2018",13.26964,5.9164
"Iowa","Butler","soybeans",56.1,"2018",3.77553,1.683
"Iowa","Cerro Gordo","corn",184.4,"2018",11.58032,5.1632
"Iowa","Cerro Gordo","soybeans",51.7,"2018",3.47941,1.551
"Iowa","Floyd","corn",184.4,"2018",11.58032,5.1632
"Iowa","Floyd","soybeans",49.8,"2018",3.35154,1.494
"Iowa","Franklin","corn",204.3,"2018",12.83004,5.7204
"Iowa","Franklin","soybeans",58.5,"2018",3.93705,1.755
"Iowa","Hancock","corn",176.7,"2018",11.09676,4.9476
"Iowa","Hancock","soybeans",53.2,"2018",3.58036,1.596
"Iowa","Humboldt","corn",162.3,"2018",10.19244,4.5444
"Iowa","Humboldt","soybeans",50.4,"2018",3.39192,1.512
"Iowa","Kossuth","corn",180.2,"2018",11.31656,5.0456
"Iowa","Kossuth","soybeans",54.2,"2018",3.64766,1.626
"Iowa","Mitchell","corn",193.3,"2018",12.13924,5.4124
"Iowa","Mitchell","soybeans",55.6,"2018",3.74188,1.668
"Iowa","Winnebago","corn",180.8,"2018",11.35424,5.0624
"Iowa","Winnebago","soybeans",51.8,"2018",3.48614,1.554
"Iowa","Worth","corn",180,"2018",11.304,5.04
"Iowa","Worth","soybeans",53.7,"2018",3.61401,1.611
"Iowa","Wright","corn",180.5,"2018",11.3354,5.054
"Iowa","Wright","soybeans",52.6,"2018",3.53998,1.578
"Iowa","Allamakee","corn",198.4,"2018",12.45952,5.5552
"Iowa","Allamakee","soybeans",52.8,"2018",3.55344,1.584
"Iowa","Black Hawk","corn",206.2,"2018",12.94936,5.7736
"Iowa","Black Hawk","soybeans",58.4,"2018",3.93032,1.752
"Iowa","Bremer","corn",212.4,"2018",13.33872,5.9472
"Iowa","Bremer","soybeans",57.3,"2018",3.85629,1.719
"Iowa","Buchanan","corn",207.1,"2018",13.00588,5.7988
"Iowa","Buchanan","soybeans",57.2,"2018",3.84956,1.716
"Iowa","Chickasaw","corn",192.9,"2018",12.11412,5.4012
"Iowa","Chickasaw","soybeans",53.2,"2018",3.58036,1.596
"Iowa","Clayton","corn",201.5,"2018",12.6542,5.642
"Iowa","Clayton","soybeans",58.8,"2018",3.95724,1.764
"Iowa","Delaware","corn",224.8,"2018",14.11744,6.2944
"Iowa","Delaware","soybeans",63.9,"2018",4.30047,1.917
"Iowa","Dubuque","corn",211.8,"2018",13.30104,5.9304
"Iowa","Dubuque","soybeans",62,"2018",4.1726,1.86
"Iowa","Fayette","corn",200.1,"2018",12.56628,5.6028
"Iowa","Fayette","soybeans",56.5,"2018",3.80245,1.695
"Iowa","Howard","corn",185.5,"2018",11.6494,5.194
"Iowa","Howard","soybeans",53.7,"2018",3.61401,1.611
"Iowa","Winneshiek","corn",198.1,"2018",12.44068,5.5468
"Iowa","Winneshiek","soybeans",51.7,"2018",3.47941,1.551
"Iowa","Buena Vista","corn",193.1,"2018",12.12668,5.4068
"Iowa","Buena Vista","soybeans",55.5,"2018",3.73515,1.665
"Iowa","Cherokee","corn",213.3,"2018",13.39524,5.9724
"Iowa","Cherokee","soybeans",64.3,"2018",4.32739,1.929
"Iowa","Clay","corn",158.5,"2018",9.9538,4.438
"Iowa","Clay","soybeans",52.6,"2018",3.53998,1.578
"Iowa","Dickinson","corn",160.4,"2018",10.07312,4.4912
"Iowa","Dickinson","soybeans",49.8,"2018",3.35154,1.494
"Iowa","Emmet","corn",155.8,"2018",9.78424,4.3624
"Iowa","Emmet","soybeans",46.7,"2018",3.14291,1.401
"Iowa","Lyon","corn",193,"2018",12.1204,5.404
"Iowa","Lyon","soybeans",60.6,"2018",4.07838,1.818
"Iowa","O Brien","corn",201.6,"2018",12.66048,5.6448
"Iowa","O Brien","soybeans",59.9,"2018",4.03127,1.797
"Iowa","Osceola","corn",180.2,"2018",11.31656,5.0456
"Iowa","Osceola","soybeans",57.2,"2018",3.84956,1.716
"Iowa","Palo Alto","corn",157.9,"2018",9.91612,4.4212
"Iowa","Palo Alto","soybeans",48.8,"2018",3.28424,1.464
"Iowa","Plymouth","corn",213.8,"2018",13.42664,5.9864
"Iowa","Plymouth","soybeans",61.3,"2018",4.12549,1.839
"Iowa","Pocahontas","corn",179.2,"2018",11.25376,5.0176
"Iowa","Pocahontas","soybeans",49.7,"2018",3.34481,1.491
"Iowa","Sioux","corn",211.9,"2018",13.30732,5.9332
"Iowa","Sioux","soybeans",65.8,"2018",4.42834,1.974
"Iowa","Appanoose","soybeans",45.1,"2018",3.03523,1.353
"Iowa","Clarke","corn",161.8,"2018",10.16104,4.5304
"Iowa","Clarke","soybeans",47.9,"2018",3.22367,1.437
"Iowa","Decatur","corn",172.5,"2018",10.833,4.83
"Iowa","Decatur","soybeans",48,"2018",3.2304,1.44
"Iowa","Lucas","soybeans",41.5,"2018",2.79295,1.245
"Iowa","Madison","corn",167.8,"2018",10.53784,4.6984
"Iowa","Madison","soybeans",50.9,"2018",3.42557,1.527
"Iowa","Marion","corn",190.2,"2018",11.94456,5.3256
"Iowa","Marion","soybeans",58.3,"2018",3.92359,1.749
"Iowa","Monroe","corn",167,"2018",10.4876,4.676
"Iowa","Monroe","soybeans",50.4,"2018",3.39192,1.512
"Iowa","Other (Combined) Counties","corn",142.6,"2018",8.95528,3.9928
"Iowa","Ringgold","corn",153.3,"2018",9.62724,4.2924
"Iowa","Ringgold","soybeans",47.2,"2018",3.17656,1.416
"Iowa","Union","corn",155.8,"2018",9.78424,4.3624
"Iowa","Union","soybeans",48.6,"2018",3.27078,1.458
"Iowa","Warren","corn",163.6,"2018",10.27408,4.5808
"Iowa","Warren","soybeans",52,"2018",3.4996,1.56
"Iowa","Wayne","corn",171.6,"2018",10.77648,4.8048
"Iowa","Wayne","soybeans",49,"2018",3.2977,1.47
"Iowa","Davis","soybeans",50.2,"2018",3.37846,1.506
"Iowa","Des Moines","corn",195.4,"2018",12.27112,5.4712
"Iowa","Des Moines","soybeans",63.8,"2018",4.29374,1.914
"Iowa","Henry","corn",189.7,"2018",11.91316,5.3116
"Iowa","Henry","soybeans",62.3,"2018",4.19279,1.869
"Iowa","Jefferson","corn",198.8,"2018",12.48464,5.5664
"Iowa","Jefferson","soybeans",62,"2018",4.1726,1.86
"Iowa","Keokuk","corn",203.7,"2018",12.79236,5.7036
"Iowa","Keokuk","soybeans",57.7,"2018",3.88321,1.731
"Iowa","Lee","corn",201.3,"2018",12.64164,5.6364
"Iowa","Lee","soybeans",64.7,"2018",4.35431,1.941
"Iowa","Louisa","corn",196.5,"2018",12.3402,5.502
"Iowa","Louisa","soybeans",58.1,"2018",3.91013,1.743
"Iowa","Mahaska","corn",207.7,"2018",13.04356,5.8156
"Iowa","Mahaska","soybeans",59.7,"2018",4.01781,1.791
"Iowa","Other (Combined) Counties","corn",176.9,"2018",11.10932,4.9532
"Iowa","Van Buren","corn",180.9,"2018",11.36052,5.0652
"Iowa","Van Buren","soybeans",54.2,"2018",3.64766,1.626
"Iowa","Wapello","soybeans",60.2,"2018",4.05146,1.806
"Iowa","Washington","corn",214.3,"2018",13.45804,6.0004
"Iowa","Washington","soybeans",61.5,"2018",4.13895,1.845
"Iowa","Adair","corn",149.5,"2018",9.3886,4.186
"Iowa","Adair","soybeans",50.1,"2018",3.37173,1.503
"Iowa","Adams","corn",171.6,"2018",10.77648,4.8048
"Iowa","Adams","soybeans",53.2,"2018",3.58036,1.596
"Iowa","Cass","corn",169.5,"2018",10.6446,4.746
"Iowa","Cass","soybeans",52.6,"2018",3.53998,1.578
"Iowa","Fremont","corn",195.1,"2018",12.25228,5.4628
"Iowa","Fremont","soybeans",50.6,"2018",3.40538,1.518
"Iowa","Montgomery","corn",191.5,"2018",12.0262,5.362
"Iowa","Montgomery","soybeans",51.8,"2018",3.48614,1.554
"Iowa","Other (Combined) Counties","corn",196.7,"2018",12.35276,5.5076
"Iowa","Other (Combined) Counties","soybeans",52.1,"2018",3.50633,1.563
"Iowa","Page","corn",188.1,"2018",11.81268,5.2668
"Iowa","Page","soybeans",50.5,"2018",3.39865,1.515
"Iowa","Taylor","corn",154.4,"2018",9.69632,4.3232
"Iowa","Audubon","corn",180,"2018",11.304,5.04
"Iowa","Audubon","soybeans",52.3,"2018",3.51979,1.569
"Iowa","Calhoun","corn",193.3,"2018",12.13924,5.4124
"Iowa","Calhoun","soybeans",53.1,"2018",3.57363,1.593
"Iowa","Carroll","corn",208.4,"2018",13.08752,5.8352
"Iowa","Carroll","soybeans",59,"2018",3.9707,1.77
"Iowa","Crawford","corn",214,"2018",13.4392,5.992
"Iowa","Crawford","soybeans",61.7,"2018",4.15241,1.851
"Iowa","Greene","corn",201.3,"2018",12.64164,5.6364
"Iowa","Greene","soybeans",55.5,"2018",3.73515,1.665
"Iowa","Guthrie","corn",192.2,"2018",12.07016,5.3816
"Iowa","Guthrie","soybeans",52,"2018",3.4996,1.56
"Iowa","Harrison","corn",176,"2018",11.0528,4.928
"Iowa","Harrison","soybeans",52.6,"2018",3.53998,1.578
"Iowa","Ida","corn",222.2,"2018",13.95416,6.2216
"Iowa","Ida","soybeans",63.8,"2018",4.29374,1.914
"Iowa","Monona","corn",181.4,"2018",11.39192,5.0792
"Iowa","Monona","soybeans",55.3,"2018",3.72169,1.659
"Iowa","Sac","corn",213.5,"2018",13.4078,5.978
"Iowa","Sac","soybeans",60.7,"2018",4.08511,1.821
"Iowa","Shelby","corn",189.1,"2018",11.87548,5.2948
"Iowa","Shelby","soybeans",57.8,"2018",3.88994,1.734
"Iowa","Woodbury","corn",219.3,"2018",13.77204,6.1404
"Iowa","Woodbury","soybeans",59.5,"2018",4.00435,1.785
"Iowa","Boone","corn",192.4,"2017",12.08272,5.3872
"Iowa","Boone","soybeans",56.7,"2017",3.81591,1.701
"Iowa","Dallas","corn",187.2,"2017",11.75616,5.2416
"Iowa","Dallas","soybeans",54.6,"2017",3.67458,1.638
"Iowa","Grundy","corn",217.3,"2017",13.64644,6.0844
"Iowa","Grundy","soybeans",63.6,"2017",4.28028,1.908
"Iowa","Hamilton","corn",194.6,"2017",12.22088,5.4488
"Iowa","Hamilton","soybeans",57.2,"2017",3.84956,1.716
"Iowa","Hardin","corn",213.7,"2017",13.42036,5.9836
"Iowa","Hardin","soybeans",59.7,"2017",4.01781,1.791
"Iowa","Jasper","corn",204.6,"2017",12.84888,5.7288
"Iowa","Jasper","soybeans",60.5,"2017",4.07165,1.815
"Iowa","Marshall","corn",222.4,"2017",13.96672,6.2272
"Iowa","Marshall","soybeans",63.5,"2017",4.27355,1.905
"Iowa","Polk","corn",200.3,"2017",12.57884,5.6084
"Iowa","Polk","soybeans",57.1,"2017",3.84283,1.713
"Iowa","Poweshiek","corn",215.1,"2017",13.50828,6.0228
"Iowa","Poweshiek","soybeans",56.6,"2017",3.80918,1.698
"Iowa","Story","corn",200.3,"2017",12.57884,5.6084
"Iowa","Story","soybeans",57.9,"2017",3.89667,1.737
"Iowa","Tama","corn",220.6,"2017",13.85368,6.1768
"Iowa","Tama","soybeans",59.5,"2017",4.00435,1.785
"Iowa","Webster","corn",197.9,"2017",12.42812,5.5412
"Iowa","Webster","soybeans",57.9,"2017",3.89667,1.737
"Iowa","Benton","corn",215.3,"2017",13.52084,6.0284
"Iowa","Benton","soybeans",57.6,"2017",3.87648,1.728
"Iowa","Cedar","corn",222.3,"2017",13.96044,6.2244
"Iowa","Cedar","soybeans",59.6,"2017",4.01108,1.788
"Iowa","Clinton","corn",213.3,"2017",13.39524,5.9724
"Iowa","Clinton","soybeans",59.7,"2017",4.01781,1.791
"Iowa","Iowa","corn",216.7,"2017",13.60876,6.0676
"Iowa","Iowa","soybeans",56.7,"2017",3.81591,1.701
"Iowa","Jackson","corn",202.1,"2017",12.69188,5.6588
"Iowa","Jackson","soybeans",59.2,"2017",3.98416,1.776
"Iowa","Johnson","corn",213.1,"2017",13.38268,5.9668
"Iowa","Johnson","soybeans",56.4,"2017",3.79572,1.692
"Iowa","Jones","corn",217,"2017",13.6276,6.076
"Iowa","Jones","soybeans",54.9,"2017",3.69477,1.647
"Iowa","Linn","corn",217.4,"2017",13.65272,6.0872
"Iowa","Linn","soybeans",56,"2017",3.7688,1.68
"Iowa","Muscatine","corn",206.8,"2017",12.98704,5.7904
"Iowa","Muscatine","soybeans",60.3,"2017",4.05819,1.809
"Iowa","Scott","corn",220,"2017",13.816,6.16
"Iowa","Scott","soybeans",63.4,"2017",4.26682,1.902
"Iowa","Butler","corn",211.4,"2017",13.27592,5.9192
"Iowa","Butler","soybeans",55.9,"2017",3.76207,1.677
"Iowa","Cerro Gordo","corn",208.9,"2017",13.11892,5.8492
"Iowa","Cerro Gordo","soybeans",55.2,"2017",3.71496,1.656
"Iowa","Floyd","corn",203.4,"2017",12.77352,5.6952
"Iowa","Floyd","soybeans",54.1,"2017",3.64093,1.623
"Iowa","Franklin","corn",206.1,"2017",12.94308,5.7708
"Iowa","Franklin","soybeans",57,"2017",3.8361,1.71
"Iowa","Hancock","corn",200.2,"2017",12.57256,5.6056
"Iowa","Hancock","soybeans",57.4,"2017",3.86302,1.722
"Iowa","Humboldt","corn",200.9,"2017",12.61652,5.6252
"Iowa","Humboldt","soybeans",58,"2017",3.9034,1.74
"Iowa","Kossuth","corn",205.6,"2017",12.91168,5.7568
"Iowa","Kossuth","soybeans",60.4,"2017",4.06492,1.812
"Iowa","Mitchell","corn",213.4,"2017",13.40152,5.9752
"Iowa","Mitchell","soybeans",54.4,"2017",3.66112,1.632
"Iowa","Winnebago","corn",210.7,"2017",13.23196,5.8996
"Iowa","Winnebago","soybeans",59.9,"2017",4.03127,1.797
"Iowa","Worth","corn",198.5,"2017",12.4658,5.558
"Iowa","Worth","soybeans",54.8,"2017",3.68804,1.644
"Iowa","Wright","corn",206.9,"2017",12.99332,5.7932
"Iowa","Wright","soybeans",57.9,"2017",3.89667,1.737
"Iowa","Allamakee","corn",190.5,"2017",11.9634,5.334
"Iowa","Allamakee","soybeans",52.6,"2017",3.53998,1.578
